symbol,date,price
AMZN,Nov 1 2009,135.91
AMZN,Dec 1 2009,134.52
AMZN,Jan 1 2010,125.41
AMZN,Feb 1 2010,118.4
AMZN,Mar 1 2010,128.82
IBM,Jan 1 2000,100.52
IBM,Feb 1 2000,92.11
IBM,Mar 1 2000,106.11
IBM,Apr 1 2000,99.95
IBM,May 1 2000,96.31
IBM,Jun 1 2000,98.33
IBM,Jul 1 2000,100.74
IBM,Aug 1 2000,118.62
IBM,Sep 1 2000,101.19
IBM,Oct 1 2000,88.5
IBM,Nov 1 2000,84.12
IBM,Dec 1 2000,76.47
IBM,Jan 1 2001,100.76
IBM,Feb 1 2001,89.98
IBM,Mar 1 2001,86.63
IBM,Apr 1 2001,103.7
IBM,May 1 2001,100.82
IBM,Jun 1 2001,102.35
IBM,Jul 1 2001,94.87
IBM,Aug 1 2001,90.25
IBM,Sep 1 2001,82.82
IBM,Oct 1 2001,97.58
IBM,Nov 1 2001,104.5
IBM,Dec 1 2001,109.36
IBM,Jan 1 2002,97.54
IBM,Feb 1 2002,88.82
IBM,Mar 1 2002,94.15
IBM,Apr 1 2002,75.82
IBM,May 1 2002,72.97
IBM,Jun 1 2002,65.31
IBM,Jul 1 2002,63.86
IBM,Aug 1 2002,68.52
IBM,Sep 1 2002,53.01
IBM,Oct 1 2002,71.76
IBM,Nov 1 2002,79.16
IBM,Dec 1 2002,70.58
IBM,Jan 1 2003,71.22
IBM,Feb 1 2003,71.13
IBM,Mar 1 2003,71.57
IBM,Apr 1 2003,77.47
IBM,May 1 2003,80.48
IBM,Jun 1 2003,75.42
IBM,Jul 1 2003,74.28
IBM,Aug 1 2003,75.12
IBM,Sep 1 2003,80.91
IBM,Oct 1 2003,81.96
IBM,Nov 1 2003,83.08
IBM,Dec 1 2003,85.05
IBM,Jan 1 2004,91.06
IBM,Feb 1 2004,88.7
IBM,Mar 1 2004,84.41
IBM,Apr 1 2004,81.04
IBM,May 1 2004,81.59
IBM,Jun 1 2004,81.19
IBM,Jul 1 2004,80.19
IBM,Aug 1 2004,78.17
IBM,Sep 1 2004,79.13
IBM,Oct 1 2004,82.84
IBM,Nov 1 2004,87.15
IBM,Dec 1 2004,91.16
IBM,Jan 1 2005,86.39
IBM,Feb 1 2005,85.78
IBM,Mar 1 2005,84.66
IBM,Apr 1 2005,70.77
IBM,May 1 2005,70.18
IBM,Jun 1 2005,68.93
IBM,Jul 1 2005,77.53
IBM,Aug 1 2005,75.07
IBM,Sep 1 2005,74.7
IBM,Oct 1 2005,76.25
IBM,Nov 1 2005,82.98
IBM,Dec 1 2005,76.73
IBM,Jan 1 2006,75.89
IBM,Feb 1 2006,75.09
IBM,Mar 1 2006,77.17
IBM,Apr 1 2006,77.05
IBM,May 1 2006,75.04
IBM,Jun 1 2006,72.15
IBM,Jul 1 2006,72.7
IBM,Aug 1 2006,76.35
IBM,Sep 1 2006,77.26
IBM,Oct 1 2006,87.06
IBM,Nov 1 2006,86.95
IBM,Dec 1 2006,91.9
IBM,Jan 1 2007,93.79
IBM,Feb 1 2007,88.18
IBM,Mar 1 2007,89.44
IBM,Apr 1 2007,96.98
IBM,May 1 2007,101.54
IBM,Jun 1 2007,100.25
IBM,Jul 1 2007,105.4
IBM,Aug 1 2007,111.54
IBM,Sep 1 2007,112.6
IBM,Oct 1 2007,111.0
IBM,Nov 1 2007,100.9
IBM,Dec 1 2007,103.7
IBM,Jan 1 2008,102.75
IBM,Feb 1 2008,109.64
IBM,Mar 1 2008,110.87
IBM,Apr 1 2008,116.23
IBM,May 1 2008,125.14
IBM,Jun 1 2008,114.6
IBM,Jul 1 2008,123.74
IBM,Aug 1 2008,118.16
IBM,Sep 1 2008,113.53
IBM,Oct 1 2008,90.24
IBM,Nov 1 2008,79.65
IBM,Dec 1 2008,82.15
IBM,Jan 1 2009,89.46
IBM,Feb 1 2009,90.32
IBM,Mar 1 2009,95.09
IBM,Apr 1 2009,101.29
IBM,May 1 2009,104.85
IBM,Jun 1 2009,103.01
IBM,Jul 1 2009,116.34
IBM,Aug 1 2009,117.0
IBM,Sep 1 2009,118.55
IBM,Oct 1 2009,119.54
IBM,Nov 1 2009,125.79
IBM,Dec 1 2009,130.32
IBM,Jan 1 2010,121.85
IBM,Feb 1 2010,127.16
IBM,Mar 1 2010,125.55
GOOG,Aug 1 2004,102.37
GOOG,Sep 1 2004,129.6
GOOG,Oct 1 2004,190.64
GOOG,Nov 1 2004,181.98
GOOG,Dec 1 2004,192.79
GOOG,Jan 1 2005,195.62
GOOG,Feb 1 2005,187.99
GOOG,Mar 1 2005,180.51
GOOG,Apr 1 2005,220.0
GOOG,May 1 2005,277.27
GOOG,Jun 1 2005,294.15
GOOG,Jul 1 2005,287.76
GOOG,Aug 1 2005,286.0
GOOG,Sep 1 2005,316.46
GOOG,Oct 1 2005,372.14
GOOG,Nov 1 2005,404.91
GOOG,Dec 1 2005,414.86
GOOG,Jan 1 2006,432.66
GOOG,Feb 1 2006,362.62
GOOG,Mar 1 2006,390.0
GOOG,Apr 1 2006,417.94
GOOG,May 1 2006,371.82
GOOG,Jun 1 2006,419.33
GOOG,Jul 1 2006,386.6
GOOG,Aug 1 2006,378.53
GOOG,Sep 1 2006,401.9
GOOG,Oct 1 2006,476.39
GOOG,Nov 1 2006,484.81
GOOG,Dec 1 2006,460.48
GOOG,Jan 1 2007,501.5
GOOG,Feb 1 2007,449.45
GOOG,Mar 1 2007,458.16
GOOG,Apr 1 2007,471.38
GOOG,May 1 2007,497.91
GOOG,Jun 1 2007,522.7
GOOG,Jul 1 2007,510.0
GOOG,Aug 1 2007,515.25
GOOG,Sep 1 2007,567.27
GOOG,Oct 1 2007,707.0
GOOG,Nov 1 2007,693.0
GOOG,Dec 1 2007,691.48
GOOG,Jan 1 2008,564.3
GOOG,Feb 1 2008,471.18
GOOG,Mar 1 2008,440.47
GOOG,Apr 1 2008,574.29
GOOG,May 1 2008,585.8
GOOG,Jun 1 2008,526.42
GOOG,Jul 1 2008,473.75
GOOG,Aug 1 2008,463.29
GOOG,Sep 1 2008,400.52
GOOG,Oct 1 2008,359.36
GOOG,Nov 1 2008,292.96
GOOG,Dec 1 2008,307.65
GOOG,Jan 1 2009,338.53
GOOG,Feb 1 2009,337.99
GOOG,Mar 1 2009,348.06
GOOG,Apr 1 2009,395.97
GOOG,May 1 2009,417.23
GOOG,Jun 1 2009,421.59
GOOG,Jul 1 2009,443.05
GOOG,Aug 1 2009,461.67
GOOG,Sep 1 2009,495.85
GOOG,Oct 1 2009,536.12
GOOG,Nov 1 2009,583.0
GOOG,Dec 1 2009,619.98
GOOG,Jan 1 2010,529.94
GOOG,Feb 1 2010,526.8
GOOG,Mar 1 2010,560.19
AAPL,Jan 1 2000,25.94
AAPL,Feb 1 2000,28.66
AAPL,Mar 1 2000,33.95
AAPL,Apr 1 2000,31.01
AAPL,May 1 2000,21.0
AAPL,Jun 1 2000,26.19
AAPL,Jul 1 2000,25.41
AAPL,Aug 1 2000,30.47
AAPL,Sep 1 2000,12.88
AAPL,Oct 1 2000,9.78
AAPL,Nov 1 2000,8.25
AAPL,Dec 1 2000,7.44
AAPL,Jan 1 2001,10.81
AAPL,Feb 1 2001,9.12
AAPL,Mar 1 2001,11.03
AAPL,Apr 1 2001,12.74
AAPL,May 1 2001,9.98
AAPL,Jun 1 2001,11.62
AAPL,Jul 1 2001,9.4
AAPL,Aug 1 2001,9.27
AAPL,Sep 1 2001,7.76
AAPL,Oct 1 2001,8.78
AAPL,Nov 1 2001,10.65
AAPL,Dec 1 2001,10.95
AAPL,Jan 1 2002,12.36
AAPL,Feb 1 2002,10.85
AAPL,Mar 1 2002,11.84
AAPL,Apr 1 2002,12.14
AAPL,May 1 2002,11.65
AAPL,Jun 1 2002,8.86
AAPL,Jul 1 2002,7.63
AAPL,Aug 1 2002,7.38
AAPL,Sep 1 2002,7.25
AAPL,Oct 1 2002,8.03
AAPL,Nov 1 2002,7.75
AAPL,Dec 1 2002,7.16
AAPL,Jan 1 2003,7.18
AAPL,Feb 1 2003,7.51
AAPL,Mar 1 2003,7.07
AAPL,Apr 1 2003,7.11
AAPL,May 1 2003,8.98
AAPL,Jun 1 2003,9.53
AAPL,Jul 1 2003,10.54
AAPL,Aug 1 2003,11.31
AAPL,Sep 1 2003,10.36
AAPL,Oct 1 2003,11.44
AAPL,Nov 1 2003,10.45
AAPL,Dec 1 2003,10.69
AAPL,Jan 1 2004,11.28
AAPL,Feb 1 2004,11.96
AAPL,Mar 1 2004,13.52
AAPL,Apr 1 2004,12.89
AAPL,May 1 2004,14.03
AAPL,Jun 1 2004,16.27
AAPL,Jul 1 2004,16.17
AAPL,Aug 1 2004,17.25
AAPL,Sep 1 2004,19.38
AAPL,Oct 1 2004,26.2
AAPL,Nov 1 2004,33.53
AAPL,Dec 1 2004,32.2
AAPL,Jan 1 2005,38.45
AAPL,Feb 1 2005,44.86
AAPL,Mar 1 2005,41.67
AAPL,Apr 1 2005,36.06
AAPL,May 1 2005,39.76
AAPL,Jun 1 2005,36.81
AAPL,Jul 1 2005,42.65
AAPL,Aug 1 2005,46.89
AAPL,Sep 1 2005,53.61
AAPL,Oct 1 2005,57.59
AAPL,Nov 1 2005,67.82
AAPL,Dec 1 2005,71.89
AAPL,Jan 1 2006,75.51
AAPL,Feb 1 2006,68.49
AAPL,Mar 1 2006,62.72
AAPL,Apr 1 2006,70.39
AAPL,May 1 2006,59.77
AAPL,Jun 1 2006,57.27
AAPL,Jul 1 2006,67.96
AAPL,Aug 1 2006,67.85
AAPL,Sep 1 2006,76.98
AAPL,Oct 1 2006,81.08
AAPL,Nov 1 2006,91.66
AAPL,Dec 1 2006,84.84
AAPL,Jan 1 2007,85.73
AAPL,Feb 1 2007,84.61
AAPL,Mar 1 2007,92.91
AAPL,Apr 1 2007,99.8
AAPL,May 1 2007,121.19
AAPL,Jun 1 2007,122.04
AAPL,Jul 1 2007,131.76
AAPL,Aug 1 2007,138.48
AAPL,Sep 1 2007,153.47
AAPL,Oct 1 2007,189.95
AAPL,Nov 1 2007,182.22
AAPL,Dec 1 2007,198.08
AAPL,Jan 1 2008,135.36
AAPL,Feb 1 2008,125.02
AAPL,Mar 1 2008,143.5
AAPL,Apr 1 2008,173.95
AAPL,May 1 2008,188.75
AAPL,Jun 1 2008,167.44
AAPL,Jul 1 2008,158.95
AAPL,Aug 1 2008,169.53
AAPL,Sep 1 2008,113.66
AAPL,Oct 1 2008,107.59
AAPL,Nov 1 2008,92.67
AAPL,Dec 1 2008,85.35
AAPL,Jan 1 2009,90.13
AAPL,Feb 1 2009,89.31
AAPL,Mar 1 2009,105.12
AAPL,Apr 1 2009,125.83
AAPL,May 1 2009,135.81
AAPL,Jun 1 2009,142.43
AAPL,Jul 1 2009,163.39
AAPL,Aug 1 2009,168.21
AAPL,Sep 1 2009,185.35
AAPL,Oct 1 2009,188.5
AAPL,Nov 1 2009,199.91
AAPL,Dec 1 2009,210.73
AAPL,Jan 1 2010,192.06
AAPL,Feb 1 2010,204.62
AAPL,Mar 1 2010,223.02
